text,tag,session,language,sentiment_result,sentiment,sentiment_score,emotion_result,emotion,emotion_score,emotion_intensity,topic,session_text,session_summary,alert,consec_alert,session_alert
I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps.,griefandloss,9,en,"{'label': 'NEGATIVE', 'score': 0.994813084602356}",NEGATIVE,0.994813084602356,"{'label': 'sadness', 'score': 0.980847179889679}",sadness,0.980847179889679,Extreme,-1,"I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps. My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying? I feel guilty about my fathers death How do I find happiness after my boyfriend passed away? I over endulge when I drink alcohol and feel extremely guilty about it the next day I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem? I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.I cannot help myself from thinking about smoking. What can I do to get rid of this addiction? How can I stop abusing alcohol?",my grandma and brother both passed away 11 years ago. sometimes at night I just can't stop crying while thinking about good memories.,ALERT,4,CRITICAL
My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying?,griefandloss,9,en,"{'label': 'POSITIVE', 'score': 0.9992848038673401}",POSITIVE,0.9992848038673401,"{'label': 'sadness', 'score': 0.6956103444099426}",sadness,0.6956103444099426,Strong,-1,"I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps. My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying? I feel guilty about my fathers death How do I find happiness after my boyfriend passed away? I over endulge when I drink alcohol and feel extremely guilty about it the next day I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem? I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.I cannot help myself from thinking about smoking. What can I do to get rid of this addiction? How can I stop abusing alcohol?",my grandma and brother both passed away 11 years ago. sometimes at night I just can't stop crying while thinking about good memories.,NORMAL,4,CRITICAL
I feel guilty about my fathers death,griefandloss,9,en,"{'label': 'NEGATIVE', 'score': 0.9949653744697571}",NEGATIVE,0.9949653744697571,"{'label': 'sadness', 'score': 0.9849253296852112}",sadness,0.9849253296852112,Extreme,-1,"I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps. My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying? I feel guilty about my fathers death How do I find happiness after my boyfriend passed away? I over endulge when I drink alcohol and feel extremely guilty about it the next day I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem? I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.I cannot help myself from thinking about smoking. What can I do to get rid of this addiction? How can I stop abusing alcohol?",my grandma and brother both passed away 11 years ago. sometimes at night I just can't stop crying while thinking about good memories.,ALERT,4,CRITICAL
How do I find happiness after my boyfriend passed away?,griefandloss,9,en,"{'label': 'POSITIVE', 'score': 0.9859316349029541}",POSITIVE,0.9859316349029541,"{'label': 'sadness', 'score': 0.9658879041671753}",sadness,0.9658879041671753,Extreme,-1,"I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps. My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying? I feel guilty about my fathers death How do I find happiness after my boyfriend passed away? I over endulge when I drink alcohol and feel extremely guilty about it the next day I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem? I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.I cannot help myself from thinking about smoking. What can I do to get rid of this addiction? How can I stop abusing alcohol?",my grandma and brother both passed away 11 years ago. sometimes at night I just can't stop crying while thinking about good memories.,ALERT,4,CRITICAL
I over endulge when I drink alcohol and feel extremely guilty about it the next day,substanceabuse-a,9,en,"{'label': 'NEGATIVE', 'score': 0.988415002822876}",NEGATIVE,0.988415002822876,"{'label': 'sadness', 'score': 0.9625306725502014}",sadness,0.9625306725502014,Extreme,-1,"I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps. My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying? I feel guilty about my fathers death How do I find happiness after my boyfriend passed away? I over endulge when I drink alcohol and feel extremely guilty about it the next day I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem? I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.I cannot help myself from thinking about smoking. What can I do to get rid of this addiction? How can I stop abusing alcohol?",my grandma and brother both passed away 11 years ago. sometimes at night I just can't stop crying while thinking about good memories.,ALERT,4,CRITICAL
"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",substanceabuse-a,9,en,"{'label': 'NEGATIVE', 'score': 0.9899657964706421}",NEGATIVE,0.9899657964706421,"{'label': 'sadness', 'score': 0.684479296207428}",sadness,0.684479296207428,Strong,-1,"I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps. My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying? I feel guilty about my fathers death How do I find happiness after my boyfriend passed away? I over endulge when I drink alcohol and feel extremely guilty about it the next day I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem? I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.I cannot help myself from thinking about smoking. What can I do to get rid of this addiction? How can I stop abusing alcohol?",my grandma and brother both passed away 11 years ago. sometimes at night I just can't stop crying while thinking about good memories.,NORMAL,4,CRITICAL
I'm addicted to smoking. How can I stop?,substanceabuse-a,9,en,"{'label': 'NEGATIVE', 'score': 0.9960306286811829}",NEGATIVE,0.9960306286811829,"{'label': 'fear', 'score': 0.37753546237945557}",fear,0.37753546237945557,Mild,-1,"I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps. My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying? I feel guilty about my fathers death How do I find happiness after my boyfriend passed away? I over endulge when I drink alcohol and feel extremely guilty about it the next day I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem? I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.I cannot help myself from thinking about smoking. What can I do to get rid of this addiction? How can I stop abusing alcohol?",my grandma and brother both passed away 11 years ago. sometimes at night I just can't stop crying while thinking about good memories.,NORMAL,4,CRITICAL
"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?",substanceabuse-a,9,en,"{'label': 'NEGATIVE', 'score': 0.9888743162155151}",NEGATIVE,0.9888743162155151,"{'label': 'sadness', 'score': 0.7271680235862732}",sadness,0.7271680235862732,Strong,-1,"I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps. My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying? I feel guilty about my fathers death How do I find happiness after my boyfriend passed away? I over endulge when I drink alcohol and feel extremely guilty about it the next day I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem? I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.I cannot help myself from thinking about smoking. What can I do to get rid of this addiction? How can I stop abusing alcohol?",my grandma and brother both passed away 11 years ago. sometimes at night I just can't stop crying while thinking about good memories.,NORMAL,4,CRITICAL
How can I stop abusing alcohol?,substanceabuse-a,9,en,"{'label': 'POSITIVE', 'score': 0.6807149052619934}",POSITIVE,0.6807149052619934,"{'label': 'disgust', 'score': 0.431337833404541}",disgust,0.431337833404541,Moderate,-1,"I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps. My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying? I feel guilty about my fathers death How do I find happiness after my boyfriend passed away? I over endulge when I drink alcohol and feel extremely guilty about it the next day I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem? I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.I cannot help myself from thinking about smoking. What can I do to get rid of this addiction? How can I stop abusing alcohol?",my grandma and brother both passed away 11 years ago. sometimes at night I just can't stop crying while thinking about good memories.,NORMAL,4,CRITICAL
"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others.",substanceabuse-a,10,en,"{'label': 'NEGATIVE', 'score': 0.9977019429206848}",NEGATIVE,0.9977019429206848,"{'label': 'sadness', 'score': 0.859847366809845}",sadness,0.859847366809845,Extreme,-1,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others. I don't know if my ex-boyfriend is using opiates again My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind? My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications. My brother has been a heroin addict for years, and heâ€™s now in his mid-30s. He has taken from me my mom and my grandparents. He's sick in the head. Now he moved his girlfriend into the house because they both manipulated us. Today, my mom and my brother went toe-to-toe over his girlfriend not helping around the house and always being high. I ended up hitting my brother for getting so close to my mom's face. I feel terrible, but he's always picking his girlfriend over us. Mind you, he tells other girls that he hates his girlfriend, he's single, and she's only living here because he feels bad. We tried kicking them out and everything, but nothing is working. They do nothing to try and help. No matter what I do, my mom will almost always find something wrong with it I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.    I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this? How can I avoid family members who stress me out? What can I do about my family not accepting me as bisexual? Why can't my mom ever be proud of me?",my brother has been a heroin addict for years. he moved his girlfriend into the house because they both manipulated us. my mom and brother went toe-to-toe over his girlfriend not helping around the house,ALERT,1,OK
I don't know if my ex-boyfriend is using opiates again,substanceabuse-b,10,en,"{'label': 'NEGATIVE', 'score': 0.998755931854248}",NEGATIVE,0.998755931854248,"{'label': 'neutral', 'score': 0.28062376379966736}",neutral,0.28062376379966736,Mild,-1,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others. I don't know if my ex-boyfriend is using opiates again My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind? My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications. My brother has been a heroin addict for years, and heâ€™s now in his mid-30s. He has taken from me my mom and my grandparents. He's sick in the head. Now he moved his girlfriend into the house because they both manipulated us. Today, my mom and my brother went toe-to-toe over his girlfriend not helping around the house and always being high. I ended up hitting my brother for getting so close to my mom's face. I feel terrible, but he's always picking his girlfriend over us. Mind you, he tells other girls that he hates his girlfriend, he's single, and she's only living here because he feels bad. We tried kicking them out and everything, but nothing is working. They do nothing to try and help. No matter what I do, my mom will almost always find something wrong with it I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.    I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this? How can I avoid family members who stress me out? What can I do about my family not accepting me as bisexual? Why can't my mom ever be proud of me?",my brother has been a heroin addict for years. he moved his girlfriend into the house because they both manipulated us. my mom and brother went toe-to-toe over his girlfriend not helping around the house,NORMAL,1,OK
"My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind?",substanceabuse-b,10,en,"{'label': 'NEGATIVE', 'score': 0.998263418674469}",NEGATIVE,0.998263418674469,"{'label': 'neutral', 'score': 0.43610745668411255}",neutral,0.43610745668411255,Moderate,-1,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others. I don't know if my ex-boyfriend is using opiates again My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind? My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications. My brother has been a heroin addict for years, and heâ€™s now in his mid-30s. He has taken from me my mom and my grandparents. He's sick in the head. Now he moved his girlfriend into the house because they both manipulated us. Today, my mom and my brother went toe-to-toe over his girlfriend not helping around the house and always being high. I ended up hitting my brother for getting so close to my mom's face. I feel terrible, but he's always picking his girlfriend over us. Mind you, he tells other girls that he hates his girlfriend, he's single, and she's only living here because he feels bad. We tried kicking them out and everything, but nothing is working. They do nothing to try and help. No matter what I do, my mom will almost always find something wrong with it I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.    I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this? How can I avoid family members who stress me out? What can I do about my family not accepting me as bisexual? Why can't my mom ever be proud of me?",my brother has been a heroin addict for years. he moved his girlfriend into the house because they both manipulated us. my mom and brother went toe-to-toe over his girlfriend not helping around the house,NORMAL,1,OK
"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.",substanceabuse-b,10,en,"{'label': 'NEGATIVE', 'score': 0.9962857961654663}",NEGATIVE,0.9962857961654663,"{'label': 'disgust', 'score': 0.7033048272132874}",disgust,0.7033048272132874,Strong,-1,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others. I don't know if my ex-boyfriend is using opiates again My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind? My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications. My brother has been a heroin addict for years, and heâ€™s now in his mid-30s. He has taken from me my mom and my grandparents. He's sick in the head. Now he moved his girlfriend into the house because they both manipulated us. Today, my mom and my brother went toe-to-toe over his girlfriend not helping around the house and always being high. I ended up hitting my brother for getting so close to my mom's face. I feel terrible, but he's always picking his girlfriend over us. Mind you, he tells other girls that he hates his girlfriend, he's single, and she's only living here because he feels bad. We tried kicking them out and everything, but nothing is working. They do nothing to try and help. No matter what I do, my mom will almost always find something wrong with it I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.    I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this? How can I avoid family members who stress me out? What can I do about my family not accepting me as bisexual? Why can't my mom ever be proud of me?",my brother has been a heroin addict for years. he moved his girlfriend into the house because they both manipulated us. my mom and brother went toe-to-toe over his girlfriend not helping around the house,NORMAL,1,OK
"My brother has been a heroin addict for years, and heâ€™s now in his mid-30s. He has taken from me my mom and my grandparents. He's sick in the head. Now he moved his girlfriend into the house because they both manipulated us. Today, my mom and my brother went toe-to-toe over his girlfriend not helping around the house and always being high. I ended up hitting my brother for getting so close to my mom's face. I feel terrible, but he's always picking his girlfriend over us. Mind you, he tells other girls that he hates his girlfriend, he's single, and she's only living here because he feels bad. We tried kicking them out and everything, but nothing is working. They do nothing to try and help.",substanceabuse-b,10,en,"{'label': 'NEGATIVE', 'score': 0.9989495873451233}",NEGATIVE,0.9989495873451233,"{'label': 'disgust', 'score': 0.7050747871398926}",disgust,0.7050747871398926,Strong,1,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others. I don't know if my ex-boyfriend is using opiates again My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind? My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications. My brother has been a heroin addict for years, and heâ€™s now in his mid-30s. He has taken from me my mom and my grandparents. He's sick in the head. Now he moved his girlfriend into the house because they both manipulated us. Today, my mom and my brother went toe-to-toe over his girlfriend not helping around the house and always being high. I ended up hitting my brother for getting so close to my mom's face. I feel terrible, but he's always picking his girlfriend over us. Mind you, he tells other girls that he hates his girlfriend, he's single, and she's only living here because he feels bad. We tried kicking them out and everything, but nothing is working. They do nothing to try and help. No matter what I do, my mom will almost always find something wrong with it I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.    I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this? How can I avoid family members who stress me out? What can I do about my family not accepting me as bisexual? Why can't my mom ever be proud of me?",my brother has been a heroin addict for years. he moved his girlfriend into the house because they both manipulated us. my mom and brother went toe-to-toe over his girlfriend not helping around the house,NORMAL,1,OK
"No matter what I do, my mom will almost always find something wrong with it",family-conflict,10,en,"{'label': 'NEGATIVE', 'score': 0.9921109676361084}",NEGATIVE,0.9921109676361084,"{'label': 'neutral', 'score': 0.41065457463264465}",neutral,0.41065457463264465,Moderate,-1,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others. I don't know if my ex-boyfriend is using opiates again My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind? My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications. My brother has been a heroin addict for years, and heâ€™s now in his mid-30s. He has taken from me my mom and my grandparents. He's sick in the head. Now he moved his girlfriend into the house because they both manipulated us. Today, my mom and my brother went toe-to-toe over his girlfriend not helping around the house and always being high. I ended up hitting my brother for getting so close to my mom's face. I feel terrible, but he's always picking his girlfriend over us. Mind you, he tells other girls that he hates his girlfriend, he's single, and she's only living here because he feels bad. We tried kicking them out and everything, but nothing is working. They do nothing to try and help. No matter what I do, my mom will almost always find something wrong with it I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.    I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this? How can I avoid family members who stress me out? What can I do about my family not accepting me as bisexual? Why can't my mom ever be proud of me?",my brother has been a heroin addict for years. he moved his girlfriend into the house because they both manipulated us. my mom and brother went toe-to-toe over his girlfriend not helping around the house,NORMAL,1,OK
"I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.    I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this?",family-conflict,10,en,"{'label': 'NEGATIVE', 'score': 0.9928101301193237}",NEGATIVE,0.9928101301193237,"{'label': 'fear', 'score': 0.8561574816703796}",fear,0.8561574816703796,Extreme,-1,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others. I don't know if my ex-boyfriend is using opiates again My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind? My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications. My brother has been a heroin addict for years, and heâ€™s now in his mid-30s. He has taken from me my mom and my grandparents. He's sick in the head. Now he moved his girlfriend into the house because they both manipulated us. Today, my mom and my brother went toe-to-toe over his girlfriend not helping around the house and always being high. I ended up hitting my brother for getting so close to my mom's face. I feel terrible, but he's always picking his girlfriend over us. Mind you, he tells other girls that he hates his girlfriend, he's single, and she's only living here because he feels bad. We tried kicking them out and everything, but nothing is working. They do nothing to try and help. No matter what I do, my mom will almost always find something wrong with it I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.    I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this? How can I avoid family members who stress me out? What can I do about my family not accepting me as bisexual? Why can't my mom ever be proud of me?",my brother has been a heroin addict for years. he moved his girlfriend into the house because they both manipulated us. my mom and brother went toe-to-toe over his girlfriend not helping around the house,NORMAL,1,OK
How can I avoid family members who stress me out?,family-conflict,10,en,"{'label': 'NEGATIVE', 'score': 0.9959988594055176}",NEGATIVE,0.9959988594055176,"{'label': 'fear', 'score': 0.5076981782913208}",fear,0.5076981782913208,Moderate,0,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others. I don't know if my ex-boyfriend is using opiates again My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind? My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications. My brother has been a heroin addict for years, and heâ€™s now in his mid-30s. He has taken from me my mom and my grandparents. He's sick in the head. Now he moved his girlfriend into the house because they both manipulated us. Today, my mom and my brother went toe-to-toe over his girlfriend not helping around the house and always being high. I ended up hitting my brother for getting so close to my mom's face. I feel terrible, but he's always picking his girlfriend over us. Mind you, he tells other girls that he hates his girlfriend, he's single, and she's only living here because he feels bad. We tried kicking them out and everything, but nothing is working. They do nothing to try and help. No matter what I do, my mom will almost always find something wrong with it I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.    I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this? How can I avoid family members who stress me out? What can I do about my family not accepting me as bisexual? Why can't my mom ever be proud of me?",my brother has been a heroin addict for years. he moved his girlfriend into the house because they both manipulated us. my mom and brother went toe-to-toe over his girlfriend not helping around the house,NORMAL,1,OK
